population	name	chr	start	end	recomb_Bherer2017_sexavg	recomb_Bherer2017_females	recomb_Bherer2017_males	missing	S	Pi	DAF	Divsites	D	K	Unknown	Psel_fold0	Pneu_fold0	Dsel_fold0	Dneu_fold0	alpha_fold0	test_fold0	m_sel_fold0	m_neu_fold0	Pi_sel_fold0	Pi_neu_fold0	K_sel_fold0	K_neu_fold0	alpha_pi_fold0	test_pi_fold0	Psel_neutral_fold0	alpha_cor_fold0	test_cor_fold0	DoS_fold0	f_fold0	b_fold0	y_fold0	d_fold0	Psel_intron	Pneu_intron	Dsel_intron	Dneu_intron	alpha_intron	test_intron	m_sel_intron	m_neu_intron	Pi_sel_intron	Pi_neu_intron	K_sel_intron	K_neu_intron	alpha_pi_intron	test_pi_intron	Psel_neutral_intron	alpha_cor_intron	test_cor_intron	DoS_intron	f_intron	b_intron	y_intron	d_intron	Psel_UTR5	Pneu_UTR5	Dsel_UTR5	Dneu_UTR5	alpha_UTR5	test_UTR5	m_sel_UTR5	m_neu_UTR5	Pi_sel_UTR5	Pi_neu_UTR5	K_sel_UTR5	K_neu_UTR5	alpha_pi_UTR5	test_pi_UTR5	Psel_neutral_UTR5	alpha_cor_UTR5	test_cor_UTR5	DoS_UTR5	f_UTR5	b_UTR5	y_UTR5	d_UTR5	Psel_UTR3	Pneu_UTR3	Dsel_UTR3	Dneu_UTR3	alpha_UTR3	test_UTR3	m_sel_UTR3	m_neu_UTR3	Pi_sel_UTR3	Pi_neu_UTR3	K_sel_UTR3	K_neu_UTR3	alpha_pi_UTR3	test_pi_UTR3	Psel_neutral_UTR3	alpha_cor_UTR3	test_cor_UTR3	DoS_UTR3	f_UTR3	b_UTR3	y_UTR3	d_UTR3	Psel_inter	Pneu_inter	Dsel_inter	Dneu_inter	alpha_inter	test_inter	m_sel_inter	m_neu_inter	Pi_sel_inter	Pi_neu_inter	K_sel_inter	K_neu_inter	alpha_pi_inter	test_pi_inter	Psel_neutral_inter	alpha_cor_inter	test_cor_inter	DoS_inter	f_inter	b_inter	y_inter	d_inter																			
ACB	55176	chr10	12171140	12212457	0.0618997992	0.1048477398	0.0189518586	2.3718476209	316	0.0010664	214	11	3	13	26	2	1	0	19	7	3	7	0	0	4	4	0	0	0	26	613	0.0148415	0.0149903	7	1	2	1	9	-3.5	0.4230769231	1025	252	0.0000417	0.001495	0.0009756098	0.0357142857	-0.0210821787	1	0.5	-1.25	0.4230769231	-0.2333333333	0.0614634146	0.0614634146	0.0956097561	0.8770731707	276	2	573	9	-1.167539267	0.5178220609	36552	252	0.0011619	0.001495	0.0156762968	0.0357142857	-0.770622794	1	218	-0.7120418848	0.5178220609	-0.0082696729	0.7514773473	0.1999343401	0.5124753775	0.0485883125	0	2	0	9	NaN	1	4	252	0	0.001495	0	0.0357142857	NaN	1	0	NaN	1	0	0	0	0	1	5	2	20	9	-0.125	1	1709	252	0.0003368	0.001495	0.0117027501	0.0357142857	0.3124806498	1	3.5	0.2125	1	-0.0246305419	0.2580456407	0.1105909889	0.0409596255	0.6313633704	1	2	4	9	-0.125	1	247	252	0.0002171	0.001495	0.016194332	0.0357142857	0.6797437888	1	0.5	0.4375	1	-0.0256410256	0.2550607287	0.2550607287	0.0566801619	0.4898785425
ACB	11164	chr10	12209073	12238643	1.1243830997	0.6594566829	1.5893095164	0.1285042778	224	0.0007091	166	14	9	6	7	2	3	1	5	4	2	0	0	0	0	0	0	0	2	26	337	0.011399	0.0114865	0	0	1	2	3	1	1	518	119	0	0.0010302	0.0038610039	0.025210084	1	1	0	1	1	0.4	0	0	-0.1531531532	1	197	1	313	3	-0.8881789137	1	27371	119	0.0007299	0.0010302	0.0114354609	0.025210084	-0.5619331363	1	239	-1.2907348243	1	-0.0044431658	1.0390924701	-0.182602024	0.4028838308	0.1435095539	3	1	7	3	-0.2857142857	1	517	119	0.0001855	0.0010302	0.0135396518	0.025210084	0.6647342688	1	3	-0.2857142857	1	-0.05	0.6905222437	0	0.1534493875	0.3094777563	2	1	10	3	0.4	1	759	119	0.0000988	0.0010302	0.0131752306	0.025210084	0.8164934931	1	3	0.1	1	0.1025641026	0.4703557312	-0.1567852437	-0.2090469917	0.6864295125	0	1	0	3	NaN	1	0	119	NaN	0.0010302	NaN	0.025210084	NaN	NA	0	NaN	1	0	NaN	NaN	NaN	NaN
ACB	8872	chr10	12237461	12293089	0.5937913426	0.2116026843	0.9759800008	0.7118589225	481	0.001081	306	39	42	11	26	7	7	7	1	5	6	4	3	0	4	7	2	11	1	34	890	0.0160176	0.0161911	55	1	0	2	6	-Inf	0.3333333333	669	125	0.0002783	0	0.0029895366	0.048	-Inf	1	NaN	NaN	0.3333333333	-0.75	NaN	NaN	Inf	NaN	424	0	860	6	-Inf	0.1861112949	52336	125	0.0010736	0	0.0164322837	0.048	-Inf	1	NaN	NaN	0.1861112949	-0.0069284065	NaN	NaN	Inf	NaN	1	0	7	6	-Inf	1	476	125	0.0005837	0	0.0147058824	0.048	-Inf	1	NaN	NaN	1	-0.4615384615	NaN	NaN	Inf	NaN	9	0	11	6	-Inf	0.063423533	892	125	0.002237	0	0.0123318386	0.048	-Inf	1	NaN	NaN	0.063423533	-0.3529411765	NaN	NaN	Inf	NaN	6	0	4	6	-Inf	0.0338411588	500	125	0.0020388	0	0.008	0.048	-Inf	1	NaN	NaN	0.0338411588	-0.6	NaN	NaN	Inf	NaN
ACB	57118	chr10	12391083	12872233	2.8852624138	4.0114785036	1.759046324	1.8879727986	4696	0.0013599	2876	550	234	163	112	82	67	78	62	71	60	55	61	43	47	57	65	51	62	276	6645	0.013814	0.0139428	116	0	1	1	1	1	1	727	157	0	0.0016037	0.0013755158	0.0063694268	1	1	0	1	1	0.5	0	0	-0.2159559835	1	4156	1	6620	1	0.3722054381	1	469179	157	0.0013909	0.0016037	0.0141097534	0.0063694268	0.608480226	1	1569	0.7629909366	1	8.95235078594014E-005	0.5250298926	0.8656802628	-0.8245211316	-0.3907101554	0	1	0	1	NaN	1	0	157	NaN	0.0016037	NaN	0.0063694268	NaN	NA	0	NaN	1	0	NaN	NaN	NaN	NaN	8	1	14	1	0.4285714286	1	1195	157	0.0005021	0.0016037	0.0117154812	0.0063694268	0.8297812843	1	1	0.9285714286	1	0.0444444444	0.1313807531	0.919665272	-0.7882845188	-0.0510460251	6	1	4	1	-0.5	1	500	157	0.0017236	0.0016037	0.008	0.0063694268	0.1442956952	1	1	0.75	1	-0.0571428571	0.314	1.57	0.628	-0.884
ACB	100616151	chr10	12620252	12621322	0.02208475	0.0290294	0.0151401	0	11	0.0011569	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	22	0.0205415	0.020828	0	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	10	0	22	0	NaN	1	1000	0	0.0012391	NaN	0.022	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN
ACB	283070	chr10	12874633	12878045	0.3942304031	0.7472430821	0.0412177242	0	40	0.0018834	25	1	1	1	4	0	1	0	0	0	0	1	0	1	1	4	0	0	1	0	30	0.0087899	0.0088418	0	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	9	0	14	0	NaN	1	1000	0	0.0029301	NaN	0.014	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN
ACB	83643	chr10	12938125	13142213	2.846254727	3.7977126696	1.8947967844	1.1617480609	2219	0.0015486	1341	167	128	66	67	48	31	51	36	23	19	28	28	19	41	30	22	31	60	168	3032	0.0148609	0.0150101	63	2	2	2	0	1	0.4666666667	439	107	0.0021362	0.0006944	0.0045558087	0	1	1	2	1	0.4666666667	0.5	0.2437357631	0	-Inf	0.7562642369	1869	2	2929	0	1	0.1518879801	195947	107	0.0015656	0.0006944	0.0149479196	0	1	1	2530	1	0.1518879801	0.0010689471	0.6907735255	-0.1804748223	-Inf	0.4897012968	0	2	0	0	NaN	1	0	107	NaN	0.0006944	NaN	0	NaN	NA	0	NaN	1	NaN	NaN	NaN	NaN	NaN	21	2	23	0	1	0.4888888889	1791	107	0.0023792	0.0006944	0.0128419877	0	1	1	25	1	0.4888888889	0.0869565217	0.7467895031	-0.1194863205	-Inf	0.3726968174	2	2	8	0	1	0.0909090909	747	107	0.0003121	0.0006944	0.0107095047	0	1	1	2	1	0.0909090909	0.5	0.1432396252	0	-Inf	0.8567603748
ACB	10133	chr10	13141582	13180776	1.4083498473	0.8285702705	1.9881294241	4.6306926904	316	0.000998	195	35	23	8	3	5	9	3	4	2	2	4	0	1	4	0	5	4	3	18	420	0.0107198	0.0107971	11	4	1	2	3	-5	0.5238095238	1101	195	0.0004168	0.0000557	0.0018165304	0.0153846154	-62.3747824886	1	5	-6.5	0.5238095238	-0.4	0.8855585831	-0.1771117166	0.5903723887	0.2915531335	279	1	387	3	-1.1627906977	0.6439389432	33031	195	0.0011375	0.0000557	0.0117162665	0.0153846154	-25.8159761365	1	386	-1.992248062	0.6439389432	-0.0041208791	2.2787684297	-0.6316793315	0.8855317732	-0.6470890981	2	1	5	3	-0.2	1	387	195	0.0005964	0.0000557	0.0129198966	0.0153846154	-11.7499958569	1	2	-0.2	1	-0.0416666667	1.007751938	0	0.1679586563	-0.007751938	4	1	13	3	0.0769230769	1	1410	195	0.000238	0.0000557	0.0092198582	0.0153846154	-6.1299119331	1	5	-0.1538461538	1	0.0125	0.6914893617	-0.1382978723	-0.0460992908	0.4468085106	3	1	6	3	-0.5	1	747	195	0.0001554	0.0000557	0.0080321285	0.0153846154	-4.3438199144	1	4	-1	1	-0.0833333333	1.0441767068	-0.2610441767	0.2610441767	0.2168674699
ACB	55388	chr10	13203054	13253604	5.5985692141	8.4842818207	2.7128566075	0.4213566497	425	0.0008313	323	28	17	7	15	7	6	1	0	2	3	3	0	2	5	11	4	5	1	31	709	0.0140288	0.0141617	4	11	2	7	10	-6.8571428571	0.0255563947	1680	376	0.0006385	0.0000864	0.0041666667	0.0265957447	-46.1705082742	1	12	-7.5714285714	0.0255563947	-0.4343891403	1.3428571429	-0.1119047619	1.0742857143	-0.230952381	361	2	647	10	-1.7897990726	0.2306676023	44695	376	0.0008428	0.0000864	0.0144758922	0.0265957447	-16.9216338624	1	461	-2.5625965997	0.2306676023	-0.0097110583	1.9390983331	-0.4206287057	0.9741760823	-0.5184696275	1	2	2	10	-1.5	0.5164835165	128	376	0.0029392	0.0000864	0.015625	0.0265957447	-56.9038613081	1	1	-1.5	0.5164835165	-0.1666666667	1.46875	0	0.88125	-0.46875	8	2	20	10	-1	0.6926967915	1893	376	0.0007185	0.0000864	0.0105652404	0.0265957447	-19.9336907137	1	13	-2.25	0.6926967915	-0.1333333333	1.2910723719	-0.4965662969	0.3972530375	0.205493925	10	2	16	10	-2.125	0.2680617119	1000	376	0.0012632	0.0000864	0.016	0.0265957447	-23.3024773444	1	11	-2.4375	0.2680617119	-0.2179487179	2.068	-0.188	1.2784	-0.88
ACB	221044	chr10	13263267	13276828	6.9500048277	13.3062755043	0.5937341511	0	155	0.0017334	84	21	5	4	5	3	5	3	0	1	10	1	3	1	2	1	0	2	0	8	136	0.0100384	0.0101062	8	4	0	1	0	NaN	1	268	54	0.0045035	0	0.0037313433	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN	117	0	105	0	NaN	1	11739	54	0.0015093	0	0.0089445438	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	70	54	0	0	0	0	NaN	1	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	2	0	7	0	NaN	1	336	54	0.0018904	0	0.0208333333	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN	13	0	23	0	NaN	1	1000	54	0.0039263	0	0.023	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN
ACB	5264	chr10	13319296	13342630	2.1549204242	3.0331433944	1.2766974541	0.6213841868	231	0.001811	121	16	2	9	14	8	7	13	3	4	1	7	4	2	1	9	0	4	6	7	286	0.0122605	0.0123618	7	2	2	4	1	0.75	0.5238095238	662	122	0.0000328	0.0014465	0.0060422961	0.0081967213	0.9692394871	1	2	0.75	0.5238095238	0.3	0.1842900302	0	-0.5528700906	0.8157099698	180	2	258	1	0.6511627907	0.5716918617	20253	122	0.0018308	0.0014465	0.0127388535	0.0081967213	0.1856102633	1	171	0.6686046512	0.5716918617	0.0071280071	0.5150348097	0.0271070952	-1.0119982225	0.4578580951	7	2	3	1	-0.1666666667	1	480	122	0.0033892	0.0014465	0.00625	0.0081967213	-2.0728326713	1	5.5	0.0833333333	1	-0.0277777778	0.6989583333	0.190625	0.1270833333	0.1104166667	2	2	4	1	0.75	0.5238095238	505	122	0.0024721	0.0014465	0.0079207921	0.0081967213	-0.7685573714	1	2	0.75	0.5238095238	0.3	0.2415841584	0	-0.7247524752	0.7584158416	8	2	13	1	0.6923076923	0.5503952569	1000	122	0.0020953	0.0014465	0.013	0.0081967213	0.0866765847	1	6	0.7692307692	0.5503952569	0.1285714286	0.366	0.122	-1.098	0.512
ACB	22929	chr10	13358938	13390798	0.2768111519	0.1769325606	0.3766897431	4.3030664449	235	0.0009698	174	10	2	19	11	11	2	0	1	7	0	0	0	1	11	0	2	0	0	8	380	0.0119298	0.0120257	4	0	3	0	1	NaN	1	869	179	0	0.0002422	0	0.0055865922	NaN	1	0	NaN	1	0	0	0	0	1	194	3	334	1	0.8063872255	0.1458292269	25230	179	0.0010834	0.0002422	0.0132382085	0.0055865922	-0.8876976935	1	252	0.748502994	0.1458292269	0.0122433518	0.5959571938	-0.137164751	-1.9108468754	0.5412075571	3	3	2	1	0.5	1	479	179	0.0000905	0.0002422	0.0041753653	0.0055865922	0.500049592	1	6	0	1	0.1666666667	0.7473903967	-0.3736951983	-0.3736951983	0.6263048017	6	3	6	1	0.6666666667	0.5846153846	2631	179	0.000502	0.0002422	0.0022805017	0.0055865922	-4.0774557248	1	7	0.6111111111	0.5846153846	0.1904761905	0.158748258	-0.0226783226	-0.2721398708	0.8639300646	7	3	34	1	0.931372549	0.0295983087	901	179	0.0020421	0.0002422	0.0377358491	0.0055865922	-0.2482331422	1	9	0.9117647059	0.0295983087	0.2714285714	0.5960044395	-0.132445431	-6.2911579726	0.5364409915
ACB	222389	chr10	13479984	13545476	0.5576475292	0.4896230848	0.6256719736	0.0595483487	537	0.0011866	313	57	49	12	14	13	4	10	11	7	12	10	2	5	3	3	11	10	2	38	858	0.0131064	0.0132223	21	2	4	3	1	0.8333333333	0.5238095238	933	233	0.0001443	0.0029441	0.0032154341	0.0042918455	0.9345788398	1	0.5	0.9583333333	0.5238095238	0.4166666667	0.0312165059	0.0936495177	-0.6243301179	0.8751339764	427	4	736	1	0.8549592391	0.0649245186	55269	233	0.0011988	0.0029441	0.0133166875	0.0042918455	0.8687673047	1	282.75	0.9039572011	0.0649245186	0.0079238904	0.2980004614	0.1520302973	-2.6527574228	0.5499692413	1	4	5	1	0.95	0.0800865801	309	233	0.0001044	0.0029441	0.0161812298	0.0042918455	0.9905945302	1	1.25	0.9375	0.0800865801	0.6333333333	0.2356391586	-0.0471278317	-3.5817152104	0.8114886731	40	4	95	1	0.8947368421	0.0338591635	6853	233	0.0011956	0.0029441	0.013862542	0.0042918455	0.8742712625	1	26	0.9315789474	0.0338591635	0.0804924242	0.220998103	0.1189989785	-2.8899751933	0.6600029184	9	4	8	1	0.71875	0.3602187286	1000	233	0.0019322	0.0029441	0.008	0.0042918455	0.6479100632	1	5.25	0.8359375	0.3602187286	0.1965811966	0.3058125	0.2184375	-1.33975	0.47575
ACB	8559	chr10	13628439	13698429	0.171832683	0.3081914982	0.0354738678	0.3328999443	623	0.0013543	380	39	34	29	19	4	7	15	5	5	8	10	12	20	3	11	25	7	0	41	882	0.0126052	0.0127123	14	3	4	0	0	NaN	1	754	148	0.0008323	0.0051992	0	0	NaN	1	1.5	NaN	1	NaN	0.0736074271	0.0736074271	NaN	0.8527851459	430	4	761	0	1	0.0172444645	58305	148	0.0012233	0.0051992	0.0130520539	0	1	1	362	1	0.0172444645	0.0092165899	0.2297230083	0.0431523883	-Inf	0.7271246034	2	4	1	0	1	0.4285714286	148	148	0.0043002	0.0051992	0.0067567568	0	1	1	1	1	0.4285714286	0.6666666667	0.25	0.25	-Inf	0.5	35	4	55	0	1	0.0269719538	3870	148	0.0018331	0.0051992	0.0142118863	0	1	1	30.5	1	0.0269719538	0.1025641026	0.2916020672	0.0430232558	-Inf	0.665374677	5	4	11	0	1	0.026006192	500	148	0.0029053	0.0051992	0.022	0	1	1	4.5	1	0.026006192	0.4444444444	0.333	0.037	-Inf	0.63
ACB	55691	chr10	13685206	14504643	3.4909762245	4.6044316304	2.3775208186	0.7730908257	8366	0.0014214	4963	822	452	304	207	175	175	105	121	104	79	80	120	91	93	87	128	144	158	610	11362	0.0138681	0.0139979	145	3	1	2	3	-3.5	0.5238095238	1821	440	0.0007632	0.0001219	0.0010982976	0.0068181818	-37.8671936759	1	3	-3.5	0.5238095238	-0.35	0.7248764415	0	0.5637927878	0.2751235585	7126	1	11178	3	-0.9125067096	1	800325	440	0.0014295	0.0001219	0.013966826	0.0068181818	-4.7246812518	1	9693	-1.6014492754	1	-0.0001280008	5.3289850998	-1.4112766689	1.869240621	-2.9177084309	5	1	55	3	0.7272727273	0.3322536577	931	440	0.0006141	0.0001219	0.0590762621	0.0068181818	0.4185786683	1	6	0.6727272727	0.3322536577	0.1149425287	2.83566058	-0.4726100967	-6.3014679556	-1.3630504834	53	1	70	3	-1.2714285714	0.6361098734	4883	440	0.0025451	0.0001219	0.0143354495	0.0068181818	-8.9302094276	1	80	-2.4285714286	0.6361098734	-0.0225773719	7.2086831866	-2.4329305755	2.673220015	-3.7757526111	6	1	15	3	-0.2	1	500	440	0.0004966	0.0001219	0.03	0.0068181818	0.0741293161	1	7	-0.4	1	-0.0238095238	6.16	-0.88	0.88	-4.28
ACB	100302116	chr10	14478075	14479160	1.6502469664	2.3057411521	0.9947527806	0	16	0.003506	6	1	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	13	0.0119926	0.0120895	2	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	12	0	9	0	NaN	1	1000	0	0.0037859	NaN	0.009	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN
ACB	83641	chr10	14560059	14817396	2.4644086208	3.8795917684	1.0492254732	1.1665591557	2374	0.0012908	1422	232	196	90	63	36	26	31	22	24	36	13	36	41	28	19	34	77	19	174	3595	0.0139723	0.0141041	44	1	1	2	3	-0.5	1	589	119	0.0009147	0.0000913	0.0033955857	0.025210084	-73.3819387558	1	1	-0.5	1	-0.1	0.2020373514	0	0.0673457838	0.7979626486	2059	1	3541	3	-0.7444224795	1	248750	119	0.001295	0.0000913	0.0142351759	0.025210084	-24.1194685518	1	2859	-1.4221971195	1	-0.0003610642	1.3677226131	-0.3827135678	0.4203470687	0.0149909548	11	1	6	3	-4.5	0.2721804511	936	119	0.0032338	0.0000913	0.0064102564	0.025210084	-138.2968420665	1	14	-6	0.2721804511	-0.25	1.7799145299	-0.3814102564	1.1442307692	-0.3985042735	19	1	26	3	-1.1923076923	0.6359191225	2630	119	0.0016083	0.0000913	0.0098859316	0.025210084	-43.9213684968	1	23	-1.6538461538	0.6359191225	-0.0534482759	1.0406844106	-0.1809885932	0.4675538657	0.1403041825	9	1	13	3	-1.0769230769	1	1000	119	0.001455	0.0000913	0.013	0.025210084	-29.9046021307	1	11	-1.5384615385	1	-0.0875	1.309	-0.238	0.5553333333	-0.071
ACB	441549	chr10	14860751	14881074	0.5392725704	0.5056563841	0.5728887567	0	188	0.0008175	130	22	3	1	2	2	0	2	0	1	1	0	1	2	1	1	2	3	0	23	269	0.0132441	0.0133624	9	1	0	2	0	NaN	1	396	26	0.0002386	0	0.0050505051	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN	142	0	249	0	NaN	1	17917	26	0.0007578	0	0.0138974159	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN	7	0	9	0	NaN	1	656	26	0.0010031	0	0.0137195122	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN	7	0	6	0	NaN	1	794	26	0.0015707	0	0.0075566751	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN	7	0	3	0	NaN	1	500	26	0.0020676	0	0.006	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN
ACB	51182	chr10	14879659	14914240	0.0885283327	0.1502335528	0.0268231126	1.8477820832	202	0.0004226	170	14	5	3	3	2	1	1	1	0	0	0	1	0	3	3	0	1	0	12	401	0.0115976	0.0116882	2	6	0	7	0	NaN	1	1806	307	0.0000657	0	0.003875969	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN	160	0	330	0	NaN	1	26538	307	0.000474	0	0.0124349989	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN	5	0	6	0	NaN	1	627	307	0.0008616	0	0.009569378	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN	16	0	49	0	NaN	1	3750	307	0.0002523	0	0.0130666667	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN	2	0	6	0	NaN	1	500	307	0.0005706	0	0.012	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN
ACB	79723	chr10	14920282	14946804	0.1457472626	0.2590202917	0.0324742335	2.4770953512	190	0.0004661	152	10	3	0	1	1	1	1	0	0	1	0	1	4	3	0	0	1	0	22	324	0.01222	0.0123206	8	4	1	3	1	-0.3333333333	1	894	160	0.0001188	0.0000679	0.0033557047	0.00625	-2.2586892489	1	1	0.6666666667	1	-0.05	0.1789709172	0.5369127517	0.1789709172	0.2841163311	142	1	261	1	0.4559386973	1	21161	160	0.0004674	0.0000679	0.0123340107	0.00625	-2.4881458111	1	20	0.9233716475	1	0.0031762131	0.1512215869	0.92245168	-0.8997684419	-0.0736732669	1	1	0	1	-Inf	1	253	160	0.0003338	0.0000679	0	0.00625	-Inf	1	0	NaN	1	-0.5	0	0.6324110672	0.6324110672	0.3675889328	19	1	34	1	0.4411764706	1	2706	160	0.0007043	0.0000679	0.0125646711	0.00625	-4.1596091787	1	3	0.9117647059	1	0.0214285714	0.177383592	0.9460458241	-0.8869179601	-0.1234294161	7	1	21	1	0.6666666667	0.4689655172	429	160	0.0006989	0.0000679	0.048951049	0.00625	-0.3142055018	1	0	1	0.4689655172	0.0795454545	0	2.6107226107	-5.2214452214	-1.6107226107
ACB	64421	chr10	14939728	15064362	1.4749204228	2.1333633725	0.8164774731	0.565651703	1450	0.0017274	388	53	17	6	4	7	2	5	2	2	4	1	1	4	8	3	7	7	17	76	1991	0.0159897	0.0161626	84	12	3	10	8	-2.2	0.265925908	2118	371	0.0014415	0.0001462	0.0047214353	0.0215633423	-44.0307631609	1	12	-2.2	0.265925908	-0.2444444444	0.7006610009	0	0.4817044381	0.2993389991	1142	3	1893	8	-0.608733932	0.5513927575	114313	371	0.0017184	0.0001462	0.0165597963	0.0215633423	-14.3051636352	1	1161.3333333333	-0.6359687738	0.5513927575	-0.0015882241	1.2563594886	-0.0209152843	0.4674836487	-0.2354442044	9	3	7	8	-2.4285714286	0.2388298111	1598	371	0.0004751	0.0001462	0.0043804756	0.0215633423	-14.9967762445	1	7	-1.6666666667	0.2388298111	-0.2833333333	0.5417188152	0.1547768043	0.4933510638	0.3035043805	40	3	66	8	-0.6161616162	0.7440328114	4738	371	0.0027858	0.0001462	0.0139299282	0.0215633423	-28.4964506366	1	36.6666666667	-0.4814814815	0.7440328114	-0.0383406662	0.9570376624	0.0870034239	0.3980406641	-0.0440410863	0	3	0	8	NaN	1	0	371	NaN	0.0001462	NaN	0.0215633423	NaN	NA	0	NaN	1	0	NaN	NaN	NaN	NaN
ACB	644890	chr10	15000938	15015350	0.1629498813	0.2796458654	0.0462538972	0.5273017415	145	0.0026244	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0.0078423	0.0078836	3	1	0	0	0	NaN	1	175	27	0.0000621	0	0	0	NaN	1	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	105	0	110	0	NaN	1	13712	27	0.0027204	0	0.0080221704	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN	0	0	1	0	NaN	1	148	27	0	0	0.0067567568	0	NaN	1	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	1	0	1	0	NaN	1	210	27	0.0023759	0	0.0047619048	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	27	NaN	0	NaN	0	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN
ACB	414149	chr10	15056571	15131275	0.931854685	1.5875670144	0.2761423557	1.754902617	822	0.0014663	166	32	1	7	11	7	1	1	11	4	1	2	1	0	6	1	2	1	5	13	911	0.012219	0.0123196	149	6	3	14	3	0.5714285714	0.6278504105	1064	193	0.0014788	0.0008288	0.0131578947	0.0155440415	-1.1078380379	1	6	0.5714285714	0.6278504105	0.1568627451	0.3627819549	0	-0.4837092732	0.6372180451	690	3	813	3	0.1512915129	1	66986	193	0.0014667	0.0008288	0.0121368644	0.0155440415	-1.2664648851	1	697	0.1426814268	1	0.0006525337	0.6693985808	-0.0067227978	-0.1181291613	0.337324217	2	3	14	3	0.8571428571	0.1004784689	469	193	0.0002665	0.0008288	0.0298507463	0.0155440415	0.8325611534	1	1.3333333333	0.9047619048	0.1004784689	0.4235294118	0.1828950486	0.0914475243	-1.6460554371	0.7256574271	45	3	54	3	0.1666666667	1	3964	193	0.0018054	0.0008288	0.0136226034	0.0155440415	-1.4855787505	1	47	0.1296296296	1	0.0098684211	0.762781702	-0.0324587958	-0.1460645812	0.2696770938	4	3	7	3	0.4285714286	0.6436651584	385	193	0.0020934	0.0008288	0.0181818182	0.0155440415	-1.1593801888	1	2.6666666667	0.619047619	0.6436651584	0.1285714286	0.4455988456	0.2227994228	-0.5012987013	0.3316017316
